page	tokens	newtokens
https://www.ilpost.it/2020/11/19/tallini-presidente-del-consiglio-regionale-calabria-arrestato-ndrangheta/	['Tallini', 'farmacie', 'ANSA', '7', 'NERI', 'картувзять', 'l', 'Italia', 'fraudolento', 'del', 'farmaci', 'A', 'articolo', 'Secondo', 'Tecnologia', 'Roma', 'beni', 'ritenuti', 'violenza', '113', 'e', 'ndrangheta', 'chiuderanno', 'coste', 'di', 'ingrosso', '100', 'prossimo', '20', 'sono', 'mafia', 'il', '64', 'arresto', 'state', 'Puglia', 'scambio', 'provincia', 'parafarmacie', 'Mondo', 'sul', 'TAG', '18', 'потребительский', 'mafiosa', 'concorso', 'кредит', 'agli', 'più', 'politico', 'la', 'ad', 'avviare', '2', 'esterno', 'arrestato', 'pandemia', 'Catanzaro', 'anni', 'milioni', 'impresa', 'Calabria', 'Nations', 'seguito', 'portato', 'elezioni', 'stato', 'provenienza', 'illecita', 'ricevuto', 'che', 'minaccia', 'Aracri', 'società', '54', 'denaro', 'trasferimento', 'contro', 'utilità', 'Crotone', 'dei', '2014', 'Berlino', 'restrizioni', 'business', 'cosca', 'Settantadue', 'per', 'regionali', 'investito', 'persone', 'ottenuto', '2020', 'pubblico', 'una', 'Forza', 'scuole', 'estorsione', 'pagherà', 'responsabili', 'GIORGIO', 'euro', 'detenzione', 'Romagna', 'rallentamenti', 'nelle', 'League', 'Novembre', 'Grande', 'illecitamente', '19', 'regionale', 'tentata', 'province', 'avvicinava', 'bordo', 'arrestati', 'al', 'ha', 'elettorale', 'tipo', '1', 'arrestate', 'associazione', 'vario', 'impiego', 'New', 'distribuiva', 'qualificata', 'in', 'Domenico', 'ricettazione', 'calabria', 'sostegno', 'Gli', 'titolo', 'inquirenti', 'UEFA', 'a', 'на', 'base', 'nuovo', 'iPhone', 'novembre', 'ed', 'altre', 'alla', 'prodotti', 'indagine', 'accusa', 'Apple', 'degli', 'posto', 'займы', 'Consiglio', 'le', 'Vai', 'domiciliari', 'all', 'valori', 'esponente', 'ufficiale', 'aiutato', 'della', 'cambio', 'Sport', 'York', 'illegale', 'durante', 'avrebbero', 'inglesi', 'medicinali', 'Cutro', 'L', 'armi', 'giovedì', 'avrebbe', 'Da', 'presidente', 'o', 'peschereccio', 'legate', 'Emilia', 'alle', 'arresti', 'i', 'è', 'un', 'finali', 'gli', 'manifestazione', 'si', 'membri', 'risarcimenti', 'mafioso', 'онлайн', 'con']	
https://www.ilpost.it/2020/11/19/apple-paghera-113-milioni-euro-di-risarcimenti-rallentamenti-iphone/	['procuratore', 'pensati', 'manipolare', 'previsto', 'applicazioni', 'картувзять', 'l', 'modo', 'Italia', 'dati', 'diritto', 'era', 'A', 'Brnovich', 'nega', 'articolo', 'ormai', 'appositamente', 'Tecnologia', 'deve', 'tutta', 'dollari', 'pagare', 'concludere', '113', 'illecito', 'e', 'detto', 'respinto', 'vecchi', 'documento', 'altra', 'contenuto', 'dell', 'sviluppo', 'chiuderanno', 'coste', 'manifestazione', '5', 'di', 'nulla', 'prossimo', '100', 'In', 'sono', 'allo', 'duecentomila', '34', 'fossero', 'indagini', 'casi', 'violazione', 'state', '4', 'chiudere', 'cui', 'Mark', 'TAG', 'sul', '18', 'потребительский', 'кредит', 'quasi', 'accettato', 'più', 'la', 'presente', 'pandemia', 'Il', 'coronavirus', 'milioni', 'Nations', 'contribuito', 'è', 'batteria', 'I', 'che', 'rallentare', 'regolamento', 'logora', 'smettere', 'espressamente', 'contro', 'dei', 'non', 'qualsiasi', 'Berlino', 'apple', 'prestazioni', 'restrizioni', 'fosse', 'dichiarazione', 'pratiche', 'improvvisi', 'Settantadue', 'per', 'aggiunto', 'funzionamento', 'persone', '2020', '2017', 'inutilizzabili', 'una', 'responsabilità', 'Thomas', 'oggi', 'mercoledì', 'scuole', 'pagherà', 'tribunale', 'euro', 'può', 'rallentamenti', 'sui', 'errori', 'League', 'Novembre', 'aver', '19', 'quanto', 'uniti', 'obsolescenza', 'avvicinava', 'bordo', 'considerato', 'stati', 'al', 'ha', 'spegnimenti', 'Kronsteiner', 'New', 'modelli', 'Arizona', 'consumatori', 'arrestate', 'nel', 'caso', 'in', 'da', 'qualificata', 'aveva', 'norma', 'UEFA', 'a', 'на', 'stabile', 'ma', 'Images', 'recenti', 'nuovo', 'acquisto', 'iPhone', 'resi', 'Getty', 'novembre', 'sulle', 'prodotti', 'alla', 'fatto', 'delle', 'accusa', 'Apple', 'legge', 'americani', 'degli', 'generale', 'normale', 'cosiddetta', 'le', 'Nel', 'займы', 'Vai', 'deteriorata', 'garantire', 'dire', 'scusata', 'incentivare', 'interpretato', 'loro', 'Sport', 'nei', 'York', 'durante', 'avrebbero', 'li', 'inglesi', 'circa', 'questione', 'come', 'sufficienza', 'L', 'giovedì', 'evitare', 'temporaneamente', 'altri', 'Da', 'o', 'peschereccio', 'legate', 'alle', 'finali', 'i', 'verità', 'ammissione', 'un', 'ammesso', 'gli', 'programmata', 'si', 'concessione', 'vecchia', 'Mondo', 'risarcimenti', 'essere', 'онлайн']	
https://www.ilpost.it/2020/11/19/peanuts-2020-novembre-19/	['Worldwide', 'Novembre', 'ILPA', '2020', '21', '19', 'distributed', 'Peanuts', 'peanuts', 'by', '16', 'LLC', 'Uclick', 'Random', 'Universal']	
https://www.ilpost.it/2020/11/19/nico-mannion-draft-nba-golden-state-warriors/	['giovani', 'Tallini', '2001', '7', 'titoli', 'картувзять', 'l', 'cresciuto', 'Italia', 'campionato', 'scelto', 'del', 'Oklahoma', 'articolo', 'prossima', 'Tecnologia', 'stagione', '2018', 'selezionano', '113', 'e', 'chiuderanno', 'coste', 'draft', 'Curry', 'dai', 'di', 'quarto', 'prossimo', 'sono', '34', 'mondo', 'il', 'miglior', 'padre', 'state', 'nuovi', 'Nico', 'cui', 'chiamata', 'Gallinari', 'nella', 'Nazionale', 'madre', 'Prima', 'TAG', '18', 'потребительский', 'mafiosa', 'concorso', 'кредит', 'Melli', 'la', 'giocò', '1983', 'esterno', 'arrestato', 'State', 'Il', 'diciannove', 'rose', 'anni', 'milioni', 'Thunder', 'Pace', 'Calabria', 'Nations', 'Steph', 'stato', 'Spurs', 'Danilo', 'che', 'Golden', 'San', 'Warriors', 'vincitrice', 'NBA', '54', 'sarà', 'nato', 'Siena', 'americano', 'Niccolò', 'quarantottesima', '2014', '1984', 'Draft', 'Florida', 'per', 'giocare', 'italiano', 'Settantadue', 'annuale', 'proprio', 'persone', '2020', 'squadre', 'Mannion', 'insieme', 'cestista', 'scuole', 'pagherà', 'euro', 'rallentamenti', 'rappresentare', 'League', 'Novembre', '8', '19', 'regionale', 'Belinelli', 'basket', 'nico', 'bordo', 'avvicinava', 'al', 'ha', 'Dalla', 'Antonio', 'ex', 'New', 'Nicolò', 'arrestate', 'associazione', 'tre', 'nel', 'in', 'da', 'trenta', 'Pelicans', 'Domenico', 'qualificata', 'UEFA', 'a', 'на', 'ma', 'mannion', 'californiana', 'nuovo', 'italiana', 'iPhone', 'novembre', 'alla', 'Orleans', 'Marco', 'squadra', 'Apple', 'degli', 'займы', 'Consiglio', 'le', 'Vai', 'dalla', 'aggiungere', 'nba', 'Thompson', 'della', 'loro', 'Sport', 'quale', 'York', 'tra', 'venire', 'inglesi', 'Clay', 'iniziò', 'L', 'giovedì', 'evento', 'carriera', 'Da', 'italoamericano', 'presidente', 'peschereccio', 'alle', 'finali', 'i', 'è', 'un', 'si', 'Mondo', 'risarcimenti', 'City', 'онлайн']	
https://www.ilpost.it/2020/11/19/tallini-presidente-del-consiglio-regionale-calabria-arrestato-ndrangheta/	['Tallini', 'farmacie', 'ANSA', '7', 'NERI', 'картувзять', 'l', 'Italia', 'fraudolento', 'del', 'farmaci', 'A', 'articolo', 'Secondo', 'Tecnologia', 'Roma', 'beni', 'ritenuti', 'violenza', '113', 'e', 'ndrangheta', 'chiuderanno', 'coste', 'di', 'ingrosso', '100', 'prossimo', '20', 'sono', 'mafia', 'il', '64', 'arresto', 'state', 'Puglia', 'scambio', 'provincia', 'parafarmacie', 'Mondo', 'sul', 'TAG', '18', 'потребительский', 'mafiosa', 'concorso', 'кредит', 'agli', 'più', 'politico', 'la', 'ad', 'avviare', '2', 'esterno', 'arrestato', 'pandemia', 'Catanzaro', 'anni', 'milioni', 'impresa', 'Calabria', 'Nations', 'seguito', 'portato', 'elezioni', 'stato', 'provenienza', 'illecita', 'ricevuto', 'che', 'minaccia', 'Aracri', 'società', '54', 'denaro', 'trasferimento', 'contro', 'utilità', 'Crotone', 'dei', '2014', 'Berlino', 'restrizioni', 'business', 'cosca', 'Settantadue', 'per', 'regionali', 'investito', 'persone', 'ottenuto', '2020', 'pubblico', 'una', 'Forza', 'scuole', 'estorsione', 'pagherà', 'responsabili', 'GIORGIO', 'euro', 'detenzione', 'Romagna', 'rallentamenti', 'nelle', 'League', 'Novembre', 'Grande', 'illecitamente', '19', 'regionale', 'tentata', 'province', 'avvicinava', 'bordo', 'arrestati', 'al', 'ha', 'elettorale', 'tipo', '1', 'arrestate', 'associazione', 'vario', 'impiego', 'New', 'distribuiva', 'qualificata', 'in', 'Domenico', 'ricettazione', 'calabria', 'sostegno', 'Gli', 'titolo', 'inquirenti', 'UEFA', 'a', 'на', 'base', 'nuovo', 'iPhone', 'novembre', 'ed', 'altre', 'alla', 'prodotti', 'indagine', 'accusa', 'Apple', 'degli', 'posto', 'займы', 'Consiglio', 'le', 'Vai', 'domiciliari', 'all', 'valori', 'esponente', 'ufficiale', 'aiutato', 'della', 'cambio', 'Sport', 'York', 'illegale', 'durante', 'avrebbero', 'inglesi', 'medicinali', 'Cutro', 'L', 'armi', 'giovedì', 'avrebbe', 'Da', 'presidente', 'o', 'peschereccio', 'legate', 'Emilia', 'alle', 'arresti', 'i', 'è', 'un', 'finali', 'gli', 'manifestazione', 'si', 'membri', 'risarcimenti', 'mafioso', 'онлайн', 'con']	
https://www.ilpost.it/2020/11/19/apple-paghera-113-milioni-euro-di-risarcimenti-rallentamenti-iphone/	['procuratore', 'pensati', 'manipolare', 'previsto', 'applicazioni', 'картувзять', 'l', 'modo', 'Italia', 'dati', 'diritto', 'era', 'A', 'Brnovich', 'nega', 'articolo', 'ormai', 'appositamente', 'Tecnologia', 'deve', 'tutta', 'dollari', 'pagare', 'concludere', '113', 'illecito', 'e', 'detto', 'respinto', 'vecchi', 'documento', 'altra', 'contenuto', 'dell', 'sviluppo', 'chiuderanno', 'coste', 'manifestazione', '5', 'di', 'nulla', 'prossimo', '100', 'In', 'sono', 'allo', 'duecentomila', '34', 'fossero', 'indagini', 'casi', 'violazione', 'state', '4', 'chiudere', 'cui', 'Mark', 'TAG', 'sul', '18', 'потребительский', 'кредит', 'quasi', 'accettato', 'più', 'la', 'presente', 'pandemia', 'Il', 'coronavirus', 'milioni', 'Nations', 'contribuito', 'è', 'batteria', 'I', 'che', 'rallentare', 'regolamento', 'logora', 'smettere', 'espressamente', 'contro', 'dei', 'non', 'qualsiasi', 'Berlino', 'apple', 'prestazioni', 'restrizioni', 'fosse', 'dichiarazione', 'pratiche', 'improvvisi', 'Settantadue', 'per', 'aggiunto', 'funzionamento', 'persone', '2020', '2017', 'inutilizzabili', 'una', 'responsabilità', 'Thomas', 'oggi', 'mercoledì', 'scuole', 'pagherà', 'tribunale', 'euro', 'può', 'rallentamenti', 'sui', 'errori', 'League', 'Novembre', 'aver', '19', 'quanto', 'uniti', 'obsolescenza', 'avvicinava', 'bordo', 'considerato', 'stati', 'al', 'ha', 'spegnimenti', 'Kronsteiner', 'New', 'modelli', 'Arizona', 'consumatori', 'arrestate', 'nel', 'caso', 'in', 'da', 'qualificata', 'aveva', 'norma', 'UEFA', 'a', 'на', 'stabile', 'ma', 'Images', 'recenti', 'nuovo', 'acquisto', 'iPhone', 'resi', 'Getty', 'novembre', 'sulle', 'prodotti', 'alla', 'fatto', 'delle', 'accusa', 'Apple', 'legge', 'americani', 'degli', 'generale', 'normale', 'cosiddetta', 'le', 'Nel', 'займы', 'Vai', 'deteriorata', 'garantire', 'dire', 'scusata', 'incentivare', 'interpretato', 'loro', 'Sport', 'nei', 'York', 'durante', 'avrebbero', 'li', 'inglesi', 'circa', 'questione', 'come', 'sufficienza', 'L', 'giovedì', 'evitare', 'temporaneamente', 'altri', 'Da', 'o', 'peschereccio', 'legate', 'alle', 'finali', 'i', 'verità', 'ammissione', 'un', 'ammesso', 'gli', 'programmata', 'si', 'concessione', 'vecchia', 'Mondo', 'risarcimenti', 'essere', 'онлайн']	
https://www.ilpost.it/2020/11/19/nico-mannion-draft-nba-golden-state-warriors/	['giovani', 'Tallini', '2001', '7', 'titoli', 'картувзять', 'l', 'cresciuto', 'Italia', 'campionato', 'scelto', 'del', 'Oklahoma', 'articolo', 'prossima', 'Tecnologia', 'stagione', '2018', 'selezionano', '113', 'e', 'chiuderanno', 'coste', 'draft', 'Curry', 'dai', 'di', 'quarto', 'prossimo', 'sono', '34', 'mondo', 'il', 'miglior', 'padre', 'state', 'nuovi', 'Nico', 'cui', 'chiamata', 'Gallinari', 'nella', 'Nazionale', 'madre', 'Prima', 'TAG', '18', 'потребительский', 'mafiosa', 'concorso', 'кредит', 'Melli', 'la', 'giocò', '1983', 'esterno', 'arrestato', 'State', 'Il', 'diciannove', 'rose', 'anni', 'milioni', 'Thunder', 'Pace', 'Calabria', 'Nations', 'Steph', 'stato', 'Spurs', 'Danilo', 'che', 'Golden', 'San', 'Warriors', 'vincitrice', 'NBA', '54', 'sarà', 'nato', 'Siena', 'americano', 'Niccolò', 'quarantottesima', '2014', '1984', 'Draft', 'Florida', 'per', 'giocare', 'italiano', 'Settantadue', 'annuale', 'proprio', 'persone', '2020', 'squadre', 'Mannion', 'insieme', 'cestista', 'scuole', 'pagherà', 'euro', 'rallentamenti', 'rappresentare', 'League', 'Novembre', '8', '19', 'regionale', 'Belinelli', 'basket', 'nico', 'bordo', 'avvicinava', 'al', 'ha', 'Dalla', 'Antonio', 'ex', 'New', 'Nicolò', 'arrestate', 'associazione', 'tre', 'nel', 'in', 'da', 'trenta', 'Pelicans', 'Domenico', 'qualificata', 'UEFA', 'a', 'на', 'ma', 'mannion', 'californiana', 'nuovo', 'italiana', 'iPhone', 'novembre', 'alla', 'Orleans', 'Marco', 'squadra', 'Apple', 'degli', 'займы', 'Consiglio', 'le', 'Vai', 'dalla', 'aggiungere', 'nba', 'Thompson', 'della', 'loro', 'Sport', 'quale', 'York', 'tra', 'venire', 'inglesi', 'Clay', 'iniziò', 'L', 'giovedì', 'evento', 'carriera', 'Da', 'italoamericano', 'presidente', 'peschereccio', 'alle', 'finali', 'i', 'è', 'un', 'si', 'Mondo', 'risarcimenti', 'City', 'онлайн']	
https://www.ilpost.it/2020/11/19/tallini-presidente-del-consiglio-regionale-calabria-arrestato-ndrangheta/	['Tallini', 'farmacie', 'ANSA', '7', 'NERI', 'картувзять', 'l', 'Italia', 'fraudolento', 'del', 'farmaci', 'A', 'articolo', 'Secondo', 'Tecnologia', 'Roma', 'beni', 'ritenuti', 'violenza', '113', 'e', 'ndrangheta', 'chiuderanno', 'coste', 'di', 'ingrosso', '100', 'prossimo', '20', 'sono', 'mafia', 'il', '64', 'arresto', 'state', 'Puglia', 'scambio', 'provincia', 'parafarmacie', 'Mondo', 'sul', 'TAG', '18', 'потребительский', 'mafiosa', 'concorso', 'кредит', 'agli', 'più', 'politico', 'la', 'ad', 'avviare', '2', 'esterno', 'arrestato', 'pandemia', 'Catanzaro', 'anni', 'milioni', 'impresa', 'Calabria', 'Nations', 'seguito', 'portato', 'elezioni', 'stato', 'provenienza', 'illecita', 'ricevuto', 'che', 'minaccia', 'Aracri', 'società', '54', 'denaro', 'trasferimento', 'contro', 'utilità', 'Crotone', 'dei', '2014', 'Berlino', 'restrizioni', 'business', 'cosca', 'Settantadue', 'per', 'regionali', 'investito', 'persone', 'ottenuto', '2020', 'pubblico', 'una', 'Forza', 'scuole', 'estorsione', 'pagherà', 'responsabili', 'GIORGIO', 'euro', 'detenzione', 'Romagna', 'rallentamenti', 'nelle', 'League', 'Novembre', 'Grande', 'illecitamente', '19', 'regionale', 'tentata', 'province', 'avvicinava', 'bordo', 'arrestati', 'al', 'ha', 'elettorale', 'tipo', '1', 'arrestate', 'associazione', 'vario', 'impiego', 'New', 'distribuiva', 'qualificata', 'in', 'Domenico', 'ricettazione', 'calabria', 'sostegno', 'Gli', 'titolo', 'inquirenti', 'UEFA', 'a', 'на', 'base', 'nuovo', 'iPhone', 'novembre', 'ed', 'altre', 'alla', 'prodotti', 'indagine', 'accusa', 'Apple', 'degli', 'posto', 'займы', 'Consiglio', 'le', 'Vai', 'domiciliari', 'all', 'valori', 'esponente', 'ufficiale', 'aiutato', 'della', 'cambio', 'Sport', 'York', 'illegale', 'durante', 'avrebbero', 'inglesi', 'medicinali', 'Cutro', 'L', 'armi', 'giovedì', 'avrebbe', 'Da', 'presidente', 'o', 'peschereccio', 'legate', 'Emilia', 'alle', 'arresti', 'i', 'è', 'un', 'finali', 'gli', 'manifestazione', 'si', 'membri', 'risarcimenti', 'mafioso', 'онлайн', 'con']	
https://www.ilpost.it/2020/11/19/apple-paghera-113-milioni-euro-di-risarcimenti-rallentamenti-iphone/	['procuratore', 'pensati', 'manipolare', 'previsto', 'applicazioni', 'картувзять', 'l', 'modo', 'Italia', 'dati', 'diritto', 'era', 'A', 'Brnovich', 'nega', 'articolo', 'ormai', 'appositamente', 'Tecnologia', 'deve', 'tutta', 'dollari', 'pagare', 'concludere', '113', 'illecito', 'e', 'detto', 'respinto', 'vecchi', 'documento', 'altra', 'contenuto', 'dell', 'sviluppo', 'chiuderanno', 'coste', 'manifestazione', '5', 'di', 'nulla', 'prossimo', '100', 'In', 'sono', 'allo', 'duecentomila', '34', 'fossero', 'indagini', 'casi', 'violazione', 'state', '4', 'chiudere', 'cui', 'Mark', 'TAG', 'sul', '18', 'потребительский', 'кредит', 'quasi', 'accettato', 'più', 'la', 'presente', 'pandemia', 'Il', 'coronavirus', 'milioni', 'Nations', 'contribuito', 'è', 'batteria', 'I', 'che', 'rallentare', 'regolamento', 'logora', 'smettere', 'espressamente', 'contro', 'dei', 'non', 'qualsiasi', 'Berlino', 'apple', 'prestazioni', 'restrizioni', 'fosse', 'dichiarazione', 'pratiche', 'improvvisi', 'Settantadue', 'per', 'aggiunto', 'funzionamento', 'persone', '2020', '2017', 'inutilizzabili', 'una', 'responsabilità', 'Thomas', 'oggi', 'mercoledì', 'scuole', 'pagherà', 'tribunale', 'euro', 'può', 'rallentamenti', 'sui', 'errori', 'League', 'Novembre', 'aver', '19', 'quanto', 'uniti', 'obsolescenza', 'avvicinava', 'bordo', 'considerato', 'stati', 'al', 'ha', 'spegnimenti', 'Kronsteiner', 'New', 'modelli', 'Arizona', 'consumatori', 'arrestate', 'nel', 'caso', 'in', 'da', 'qualificata', 'aveva', 'norma', 'UEFA', 'a', 'на', 'stabile', 'ma', 'Images', 'recenti', 'nuovo', 'acquisto', 'iPhone', 'resi', 'Getty', 'novembre', 'sulle', 'prodotti', 'alla', 'fatto', 'delle', 'accusa', 'Apple', 'legge', 'americani', 'degli', 'generale', 'normale', 'cosiddetta', 'le', 'Nel', 'займы', 'Vai', 'deteriorata', 'garantire', 'dire', 'scusata', 'incentivare', 'interpretato', 'loro', 'Sport', 'nei', 'York', 'durante', 'avrebbero', 'li', 'inglesi', 'circa', 'questione', 'come', 'sufficienza', 'L', 'giovedì', 'evitare', 'temporaneamente', 'altri', 'Da', 'o', 'peschereccio', 'legate', 'alle', 'finali', 'i', 'verità', 'ammissione', 'un', 'ammesso', 'gli', 'programmata', 'si', 'concessione', 'vecchia', 'Mondo', 'risarcimenti', 'essere', 'онлайн']	
https://www.ilpost.it/2020/11/19/le-prime-pagine-di-oggi-2678/	['dicembre', 'Vivendi', 'indirizzo', 'titoli', 'картувзять', 'contatti', 'l', 'Italia', 'dove', 'bilancio', 'Cos', 'disastro', 'del', 'su', 'gestione', 'edicola', 'articolo', 'risorse', 'Lealtrefoto', 'Gino', 'Mediaset', 'oppure', 'e', 'siano', 'abbonato', 'prime', 'futuro', 'dell', 'cambiando', 'governo', 'di', 'sull', 'Bosnia', 'vaccini', 'carta', 'prossimo', 'scrivi', 'sono', 'hai', 'il', 'maggioranza', 'settimana', 'italiani', 'cosa', 'documenti', 'dinosauri', 'sotto', 'tuo', 'cardinale', 'notizie', 'già', 'sul', 'regioni', 'TAG', 'risultati', 'потребительский', 'Becciu', 'ipotesi', 'ogni', 'кредит', 'giornali', 'appoggio', 'la', 'sanità', 'vaccino', '2', 'Che', 'positivo', 'Il', 'prima', 'sperimentazioni', 'coronavirus', 'premi', 'Calabria', 'distribuzione', 'Nations', 'Le', 'I', 'dimissioni', 'Cosa', 'dannato', 'Media', 'che', 'epidemia', 'vittoria', 'commenti', 'contro', 'pagine', 'dei', 'restrizioni', 'accordo', 'Giornale', 'per', 'occupa', '2020', 'oggi', 'Forza', 'qualifica', 'rassegna', 'viene', 'qui', 'League', 'accoglienza', 'sui', 'Novembre', 'capisce', '19', 'modifiche', 'mail', 'al', 'così', 'eccezione', 'calcio', 'raccontano', 'Recovery', 'modalità', 'possibile', 'Una', 'sulla', 'nel', 'in', 'da', 'Libero', 'meglio', 'riceverla', 'quotidiani', 'newsletter', 'sostegno', 'morirono', '0', 'bottone', 'на', 'a', 'migranti', 'alla', 'sulle', 'mentre', 'Mostra', 'sa', 'delle', 'utilizzo', 'legge', 'giorno', 'titola', 'Post', 'commentare', 'accedi', 'займы', 'le', 'Fund', 'articoli', 'Vai', 'apertura', 'Per', 'della', 'previste', 'stanno', 'stampa', 'se', 'possibili', 'aprono', 'come', 'questione', 'online', 'giovedì', 'avuto', 'Da', 'abbonati', 'o', 'sei', 'alle', 'Fanno', 'i', 'finali', 'è', 'un', 'sportivi', 'gli', 'fare', 'si', 'Strada', 'ci', 'онлайн', 'con', 'tutti']	
https://www.ilpost.it/2020/11/19/perche-noi-occidentali-non-sappiamo-fare-la-cacca/	['imparare', 'chiama', 'mai', 'uno', 'puccioso', 'puoi', 'картувзять', 'accedere', 'Abbonati', 'modo', 'dati', 'Italia', 'Ascolta', 'discutere', 'Matteo', 'del', 'su', 'articolo', 'oppure', 'e', 'buffo', 'abbonato', 'parte', 'lui', 'sapete', 'però', 'di', 'dal', 'prossimo', 'Bordone', 'avete', 'quando', 'il', 'settimana', 'contenuti', 'assecondami', 'aiutare', 'forse', 'pensa', 'già', 'sul', 'кредит', 'потребительский', 'Podcast', 'agli', 'più', 'la', 'Abbonamento', 'quelli', 'vostro', 'bordone', 'Il', 'dice', '15', 'coronavirus', 'Eh', 'Capito', 'noi', 'musica', 'I', 'intestino', 'annuale80', 'che', 'tutte', 'cacca', 'commenti', 'Questa', 'non', 'dei', 'Era', 'per', 'Joe', '2020', 'quotidiano', 'cose', 'dici', 'inclinazione', 'spalleggiami', 'euro', 'visto', 'viene', 'sua', 'ringrazierà', 'sanno', 'Novembre', 'capisce', 'esserci', 'avere', '19', 'siete', 'prego', 'pagina', 'al', 'sappiamo', 'Una', 'fa', 'tienimi', 'ridere', 'in', 'meglio', 'canzone', 'titolo', 'lo', 'a', 'parole', 'на', 'Se', 'ed', 'alla', 'ci', 'Mostra', 'fatto', 'condividere', 'sacco', 'Post', 'puntate', 'commentare', 'accedi', 'займы', 'le', 'articoli', 'Vai', 'esserlo', 'dalla', 'sembra', 'animale', 'dire', 'Per', 'della', 'ancora', 'visibili', 'Biden', 'podcast', 'se', 'come', 'È', 'L', 'occidentali', 'giovedì', 'fra', 'abbonati', 'sei', 'vuol', 'conta', 'è', 'un', 'i', 'gli', 'fare', 'si', 'gioco', 'perché', 'Clannad', 'Tienimi', 'Metti', 'Perche', 'онлайн', 'mensile8']	
